No,E.Coli,Coliform,Arsen (As),Total Kromium (Cr-T),Kadmium (Cd),Nitrit (NO2-N),Nitrat (NO3-N),Selenium (Se),Alumunium (Al),pH,Sulfat (SO4),Tembaga (Cu),Padatan Terlarut Total (TDS),Kekeruhan,Kelayakan
9779,"0,16","0,16","0,06","0,03","0,09","1,54","10,88","0,09","0,06","9,652562935","399,2536901","1,68","459,1766823","4,589983508",2
9780,"0,61","0,61","0,04","0,09","0,06","1,72","17,99","0,06","0,08","8,274069059","384,8219665","1,5","323,8854537","4,489544794",2
9781,0,0,"0,05","0,01","0,08","0,27","9,8","0,09","0,01","7,116132606","300,3984351","0,08","406,8063023","4,371078785",2
9782,"0,06","0,06","0,04",0,"0,09","1,84","10,83","0,03","0,02","7,139671256","292,3244035","0,07","441,3311375","3,54131667",2
9783,"0,22","0,22","0,02","0,08","0,005","1,59","6,45","0,01","2,01","7,802426084","329,4224142","0,67","543,1149525","4,010036799",2
9784,"0,54","0,54","0,81","0,24","0,11","2,19","1,6","0,05","4,77","6,50411278","247,6457432","0,28","551,1433372","4,781188177",2
9785,"0,96","0,96","0,05","0,04","0,005","1,27","10,54","0,09","0,17","4,835297728","239,9119021","0,29","392,1091455","4,247240149",2
9786,0,0,"0,001079029796","0,0333362336","0,002179907837","0,03","13,73","0,005886198779","0,1147822932","7,384785439","28,48722086",0,"101,3719908","4,879070166",1
9787,0,0,"0,006158151165","0,02339739443","0,0009076704049","0,17","17,99","0,007195744479","0,03452420945","7,086558374","38,8133513","0,06","155,2983858","0,2771293112",1
9788,0,0,"0,0050362758","0,02410741758","0,002272524014","1,92","9,32","0,007516114978","0,05702489824","8,183069106","9,163126352","0,14","220,9024881","4,911616774",1
9789,0,0,"0,009077725804","0,04202122407","0,002692896775","0,28","2,99","0,002973912532","0,06688090799","7,959718817","22,1477049","0,73","125,7626446","0,9445297131",1
9790,0,0,"0,004881816257","0,01736219068","0,002326686081","0,86","1,29","0,009751098321","0,1524106504","6,782653077","22,23665121","0,05","140,1471787","2,490662965",1
9791,0,0,"0,04","0,71","0,001","1,92","18,95","0,05","3,83","9,185417502","313,9873427","1,47","587,022609","4,068688909",2
9792,0,0,"0,01","0,04","0,07","2,13","16,41",0,"0,02","7,369911642","424,7879959","1,33","420,3334571","4,129230416",2
9793,"0,61","0,61","0,01","0,13","0,003","1,88","6,97","0,09","3,83","6,48819324","377,8135054","1,64","359,6221866","4,694311216",2
9794,"0,08","0,08","0,56","0,19","0,07","1,64","5,12","0,07","4,44","6,542281787","313,8855478","0,67","482,6371798","3,097277957",2
9795,0,0,"0,04",0,"0,09","0,18","11,83","0,06","0,01","8,013516429","366,6447662","0,37","415,6248817","2,61476606",2
9796,"0,47","0,47","0,17","0,83","0,02","2,75","18,23","0,04","0,41","7,657541728","343,2396122","0,73","517,5128415","2,98809301",2
9797,"0,97","0,97","0,04","0,19","0,002","1,03","2,17","0,03","0,05","6,563356597","433,6338999","1,77","347,7480612","3,427066374",2
9798,0,0,"0,002908488854","0,0434140369","0,001570691396","1,65","4,32","0,003406027517","0,0945053169","7,767083869","31,59146236","1,26","175,6393877","0,5755002369",1
9799,"0,5","0,5","0,05","0,05","0,07","0,73","4,96","0,05","0,06","6,702546553","317,2567883","0,15","269,8175391","4,426982544",2
9800,0,0,"1,04","0,63","0,06","2,24","13,44","0,08","1,27","5,918953546","319,0304951","1,94","393,5338792","3,453438876",2
9801,"0,03","0,03","0,21","0,24","0,02","1,96","8,42","0,09","0,08","5,040331692","356,8861356","0,69","356,3690224","4,099168691",2
9802,0,0,"0,001119379685","0,01537439868","0,002645593715","0,11","1,99","0,004150030906","0,1866448684","7,141128433","32,07569433","0,04","87,15221458","3,355761994",1
9803,"0,9","0,9","0,02","0,01","0,03","1,29","13,82","0,06","0,06","9,271668544","269,8923467","1,28","359,9744366","3,117918258",2
9804,"0,62","0,62","0,001","0,25","0,005",1,"18,01","0,08","1,99","8,589202344","369,6084647","1,57","353,9129274","4,29973216",2
9805,"0,58","0,58","0,49","0,54","0,07","1,62","8,74","0,02","0,36","10,5047602","371,3618512","1,31","341,3885767","4,785637378",2
9806,0,0,"0,08","0,1","0,06","0,67","17,44",0,0,"5,716755667","203,4445208","0,01","424,2128101","4,093097749",2
9807,"0,74","0,74","0,03","0,04","0,06","1,79","6,69",0,"0,04","5,77119905","326,6783629","0,19","446,7122191","3,923766075",2
9808,"0,13","0,13","0,04","0,87","0,002","1,35","11,96","0,1","0,06","7,842979001","321,3205511","1,88","478,1026928","4,223576482",2
9809,0,0,"0,00131375859","0,02729053709","0,002402720248","1,25","12,2","0,006097386401","0,02072368601","6,672826376","39,26124939","1,4","244,0505605","3,080328341",1
9810,"0,94","0,94","0,04","0,07","0,01","1,97","0,45","0,09","0,02","6,139493741","315,9967929","1,74","325,721747","4,248075369",2
9811,0,0,"0,35","0,8","0,02","1,3","14,84","0,06","2,27","8,062066123","356,6325615","1,07","406,198555","5,661104287",2
9812,0,0,"0,06",0,"0,09","0,79","11,19","0,1","0,05","9,004680613","389,088844","1,5","428,7869759","5,42978174",2
9813,0,0,"0,45","0,11","0,12","1,93","0,69","0,04","4,58","6,957433638","207,8904823","1,41","397,0574736","4,587086719",2
9814,"0,15","0,15","0,04","0,08","0,01","1,21","13,2","0,01","0,04","5,970578908","346,6287352","1,38","530,2483872","3,38970529",2
9815,"0,67","0,67","0,64","0,23","0,02","1,28","5,84","0,08",0,"6,283103588","331,8568921","0,01","487,9323103","3,762222689",2
9816,0,0,"0,1","0,07","0,05","0,93","8,74","0,01","0,05","5,524296531","329,2318529","1,45","278,4755859","3,870681285",2
9817,"0,57","0,57","0,3","0,59","0,08","1,9","4,76","0,02","1,96","7,879543234","324,5462621","1,23","428,9064317","5,738991025",2
9818,"0,89","0,89","0,06","0,07","0,08","1,76","5,73","0,03","0,04","6,479092567","320,3597655","0,91","554,2213897","5,846826958",2
9819,"0,11","0,11","0,01","0,09","0,007","1,88","16,44","0,07","0,07","8,52616987","300,4026201",0,"438,3473271","3,257744181",2
9820,0,0,"0,005243314828","0,02405901367","0,002885091842","1,51","17,34","0,007153261162","0,05109350028","6,950172304","25,05063911","1,82","222,0744099","3,642096567",1
9821,"0,1","0,1","0,02","0,03","0,07","0,78","14,11",0,"0,05","5,126762923","321,4034765","0,6","452,3060416","4,689315048",2
9822,0,0,"0,007175330861","0,03341767835","0,002796555145","0,65","11,77","0,008983988301","0,1449134091","8,078135564","17,37618721","0,13","63,32402579","3,112932559",1
9823,"0,58","0,58","0,03","0,88","0,001","1,06","11,82","0,08","0,02","5,791154373","311,7262883","0,56","391,599708","4,167336457",2
9824,"0,35","0,35","0,89","0,77","0,03","1,85","14,88","0,08",0,"6,513016586","297,3305281","1,45","423,9783892","3,589251634",2
9825,"0,4","0,4","0,04","0,83","0,001","1,29","6,14","0,02","3,93","4,37047658","262,572042","1,63","544,8574806","3,986459812",2
9826,"0,09","0,09","0,04","0,09","0,08","0,95","16,17","0,02","0,06","4,037287739","404,1043121","0,04","480,3107142","5,128390055",2
9827,"0,49","0,49","0,76","0,34","0,13","1,31","18,08","0,09","0,02","7,256015039","356,9710327","0,04","485,6972741","3,081799008",2
9828,0,0,"0,007165955107","0,01369134391","0,001758790373","1,5","11,26","0,0064308687","0,1344677438","6,606089579","5,015114348","0,77","58,68103452","4,856829751",1
9829,0,0,"0,002332474827","0,02379369532","0,0009767666503","0,18","14,21","0,00242031835","0,1209233889","6,540143024","22,86152556","0,07","161,3553169","2,965023322",1
9830,"0,38","0,38","0,01","0,72","0,008","1,28","8,21","0,06","0,94","8,692092013","336,9943349","0,3","494,1584341","4,636738763",2
9831,0,0,"0,005665298072","0,01007729301","0,00160079466","0,62","11,02","0,002257256941","0,01766550027","7,729137746","30,41487662","0,3","296,9570009","2,348127207",1
9832,0,0,"0,01","0,8","0,005","1,93","5,66","0,01","2,72","3,792125732","340,3101758","1,62","384,7532976","3,846606955",2
9833,0,0,"0,03","0,06","0,02","0,94","5,4","0,04","0,1","5,187471605","324,5415963","0,1","358,0973864","3,453861456",2
9834,0,0,"0,05","0,04","0,01","0,46","9,75","0,08","0,04","5,938321179","308,3806121","0,02","472,0960897","3,478004808",2
9835,0,0,"0,005343800909","0,02991796477","0,0004416294923","2,07","11,75","0,007406310493","0,1333248371","7,993128218","29,16713716","0,75","104,2929305","1,226401271",1
9836,0,0,"0,003354190811","0,02394323791","0,001038993673","1,27","11,88","0,001728208588","0,1805313062","7,604874116","32,8273991","1,57","193,833077","3,351926447",1
9837,0,0,"0,00416280442","0,04035572034","0,002686854465","0,42","6,15","0,005952583878","0,08243167347","8,416449748","5,175988707",0,"136,6596189","1,611717128",1
9838,"0,09","0,09","0,07","0,01",0,"0,25","16,08","0,01","0,09","7,169251038","318,5152705","0,05","378,0855456","4,703803489",2
9839,"0,28","0,28","0,04","0,04","0,001","1,78","6,15","0,01","0,38","4,227537386","337,047896","0,02","322,5334232","4,100696951",2
9840,0,0,"0,46","0,24","0,09",2,"10,02","0,06","0,22","6,04451303","367,344534","1,05","437,8795085","2,695799697",2
9841,0,0,"0,0028677785","0,03233583136","0,0005446267445","1,83","5,45","0,008902430122","0,02239123181","8,463681736","16,77495151","1,68","80,63939126","1,794010917",1
9842,0,0,"0,006403241698","0,02791474759","0,00179849064","2,1","3,85","0,005376403365","0,03492326778","8,079801825","15,34125508","0,4","199,9561599","2,255315898",1
9843,"0,34","0,34","0,01","0,66","0,003","1,74","2,65","0,01","0,27","9,658661976","307,6524515","1,26","504,908752","3,911816766",2
9844,"0,3","0,3","0,04","0,19","0,007","1,27","0,37","0,09","0,01","5,264283802","356,7736375",1,"369,534034","3,172789769",2
9845,"0,52","0,52","0,21","0,04","0,04","1,8","18,3","0,1","4,38","6,597292363","361,0280386","0,98","367,7586892","4,085054788",2
9846,"0,22","0,22","0,05","0,06","0,06","0,28","18,18","0,09","0,02","10,28206797","386,6997764","0,48","514,9640601","3,665323341",2
9847,0,0,"0,01","0,53","0,008","1,05","14,87","0,05","4,83","4,252985001","339,4024397","0,53","545,1466502","4,272202758",2
9848,"0,41","0,41","0,04","0,32","0,002","1,08","7,18","0,08","0,09","8,285071527","307,3989595","0,63","419,788898","4,516932985",2
9849,"0,75","0,75","0,83","0,76","0,05","1,18","2,46","0,08","0,28","7,342231249","295,9313733","1,85","307,379142","4,142386059",2
9850,0,0,"0,001","0,32","0,007","1,09","1,41",0,"1,06","6,66953238","369,190878","1,21","408,8535622","4,0041613",2
9851,0,0,"0,007773571087","0,03346849224","0,0008531744153","1,35","4,07","0,008904829041","0,09459026447","8,363334522","12,18502391","1,72","228,3470177","3,145286749",1
9852,0,0,"0,01","0,42","0,007","1,16","13,37","0,07","0,15","6,578998162","285,4551018","0,46","352,9425881","4,760381755",2
9853,0,0,"0,24","0,89","0,11","1,94","13,78","0,1","0,06","3,514545529","358,5564707","0,08","428,6613982","4,614400405",2
9854,0,0,"0,001355322593","0,03628403341","0,001261191891","1,31","9,2","0,003310561094","0,1822330275","8,022113626","34,2113587","1,53","190,6407268","3,481517917",1
9855,0,0,"0,53","0,34","0,12","1,08","12,88","0,04","3,6","6,584813111","343,5454193","0,37","411,1835887","5,22054027",2
9856,"0,58","0,58","0,02","0,65","0,007","1,5","8,96","0,03","1,15","3,445061864","412,6901114","1,51","422,039495","4,194199874",2
9857,0,0,"0,004173906205","0,03356984962","0,002245792078","0,99","17,66","0,003136390927","0,08016326709","8,487042325","15,93520394","0,01","128,2851899","2,465487815",1
9858,"0,84","0,84","0,04","0,04",0,"0,79","17,32","0,06","0,04","7,356056778","323,596349","0,61","584,6043537","4,132274238",2
9859,0,0,"0,01","0,03","0,04","1,92","11,19","0,02","0,06","8,11195317","362,2965521","0,43","436,1649753","4,072186608",2
9860,0,0,"0,006139511068","0,01515567891","0,002639430894","0,89","14,15","0,002046841541","0,1910812183","6,98425928","31,63262563","1,69","122,5707925","0,3196823443",1
9861,"0,5","0,5","0,01","0,04","0,01","1,71","16,41","0,06","0,09","4,857802624","352,3534309","0,27","388,0503623","4,742966749",2
9862,"0,36","0,36",0,"0,01","0,01","1,62","1,59","0,07","0,09","6,376408434","363,4727979","1,86","403,8240027","5,02278363",2
9863,"0,74","0,74","0,06","0,09","0,09","2,01","7,33",0,"0,1","8,693104326","344,8797537","0,19","553,6167335","4,159566509",2
9864,0,0,"0,84","0,12","0,11","2,08","16,88","0,05","1,56","7,605674821","340,9139201","1,41","420,5945919","4,026622094",2
9865,0,0,"0,2","0,88","0,05","1,68","19,32","0,05","3,74","6,320375285","301,2544217","1,48","549,4149828","3,331583735",2
9866,"0,92","0,92","0,04","0,04","0,03","1,8","6,75","0,09","0,09","4,275159673","409,5019532","0,67","318,6226223","4,57886119",2
9867,0,0,"0,008341792415","0,04130085586","0,0001811372372","0,87","4,09","0,009617395782","0,04441139018","8,030039529","11,52443643","1,33","120,3737765","1,224004333",1
9868,"0,05","0,05","0,001202634955","0,03940709409","0,000679106429","0,67","6,27","0,00876978798","0,04745732858","7,037901161","5,715716702","1,69","253,126745","1,960858698",1
9869,0,0,"0,005718543584","0,03382521476","0,000819998334","1,58","15,46","0,001133348047","0,0954708335","7,858186227","32,37759219","0,31","287,4475385","3,954831971",1
9870,0,0,"0,07",0,"0,1","0,7","8,96","0,02","0,09","8,261405952","338,06369","0,07","361,0372382","3,341369291",2
9871,"0,18","0,18","0,08","0,05","0,06","1,79","8,9","0,03","0,05","9,062822325","316,9730031","1,04","520,2011294","5,703287743",2
9872,"0,97","0,97","0,07","0,01",0,"1,59","4,16","0,04","0,08","7,734569203","387,6686088","1,38","379,5379369","3,629749331",2
9873,0,0,"0,007959756706","0,04464264311","0,0005934547258","2,58","13,69","0,006004682052","0,1035452543","7,421273806","7,225490764","0,14","258,7089732","0,6368824481",1
9874,"0,05","0,05","0,00920922243","0,03731534516","0,0001130888457","1,11","16,67","0,005834740381","0,09926846778","7,999511963","20,51809833","1,95","134,5173705","1,745999431",1
9875,0,0,"0,006969931622","0,04983750348","0,001357443827","1,54","12,04","0,006192712527","0,1250338501","7,138097504","9,505884404","1,04","63,95436106","2,55077309",1
9876,0,0,"0,007163315533","0,03885184464","0,001552478485","0,52","7,65","0,00572096582","0,07913996748","8,020994139","28,87251904","0,01","219,0922627","1,827285456",1
9877,"0,09","0,09","0,05","0,1","0,03","0,49","4,15","0,08","0,06","7,025305942","317,1841649","1,65","590,507222","4,388551012",2
9878,0,0,"0,08","0,04","0,1","0,72","7,23","0,07","0,05","8,460963964","324,5051897","0,08","315,5204353","4,846359372",2
9879,"0,83","0,83","0,02","0,31","0,004","1,59","8,23","0,04","0,01","4,29168773","276,0132734","1,21","536,3369828","3,551905359",2
9880,"0,8","0,8","0,51","0,04","0,07","1,23","1,34",0,"0,07","7,976900874","286,5228468","0,02","280,4679159","4,089485428",2
9881,0,0,"0,002181541863","0,02636408916","0,001524595894","0,27","16,13","0,006971696833","0,09198488965","6,512001065","5,230273255","1,25","227,7672948","1,911047447",1
9882,0,0,"0,009299162176","0,02720647811","0,002667781167","1,9","4,22","0,008109272693","0,1805715671","7,663226354","35,78123906","0,24","93,61083589","0,2656501876",1
9883,"0,09","0,09","0,03","0,02","0,02","1,67","7,85","0,04","0,08","7,394255556","322,0595876","1,04","587,3786921","4,403250065",2
9884,"0,93","0,93","0,04","0,11","0,003","1,77","12,22","0,05","0,01","5,91375532","394,6583799","1,53","358,9832544","3,074134305",2
9885,"0,7","0,7","0,02","0,8","0,008","1,22","8,49",0,"2,61","6,09617989","387,4028567","1,39","403,4209957","5,370004183",2
9886,"0,65","0,65","0,56","0,67","0,11","2,07","14,42","0,06","0,05","7,301444654","366,8665331","0,01","308,7297975","4,824825939",2
9887,"0,06","0,06","0,04",0,"0,07","1,07","14,33","0,01","0,01","7,015332583","395,7285408","0,34","413,6922247","3,681324244",2
9888,"0,7","0,7","0,98","0,3","0,11","1,05","18,34",0,"0,06","3,792125732","301,0872465","0,07","605,4657471","4,22512093",2
9889,"0,72","0,72","0,83","0,15","0,01","1,62","1,38","0,09","0,14","6,411525836","346,4032581","0,03","390,0120033","4,03997629",2
9890,"0,16","0,16","0,06","0,03",0,"0,49","11,21","0,09","0,09","7,316804754","307,7075086","1,68","403,3605959","3,88660269",2
9891,"0,26","0,26","0,04","0,65","0,009","1,49","11,21","0,09","0,05","6,35403811","362,2616361","0,13","394,6348677","4,107467119",2
9892,0,0,"0,06","0,06","0,04","0,36","12,04","0,01","0,01","7,138586781","356,5526971","0,65","518,5852526","3,44502808",2
9893,"0,08","0,08","0,03","0,05","0,03","1,47","9,99","0,03","0,08","7,098245544","227,6656353","0,46","520,4105053","3,685592896",2
9894,0,0,"0,007472428826","0,02013794656","0,001524771376","1,46","8,17","0,004277956342","0,1534829114","8,433249053","37,07403628","0,69","190,2695888","4,51360578",1
9895,"0,8","0,8","0,05","0,02","0,08","1,37","13,01","0,02","0,02","7,257930995","324,8446914","1,77","401,2348152","4,154685424",2
9896,"0,97","0,97","0,42","0,77","0,08","1,34","13,08","0,05","1,76","5,573201157","376,7839891","1,56","434,9545189","4,764193594",2
9897,"0,63","0,63","0,01","0,06","0,008","1,47","1,96","0,02","0,24","8,000775801","326,1757088","1,72","421,9635385","2,741791308",2
9898,0,0,"0,002870238754","0,0335081634","0,002319236621","0,56","13,53","0,004620609653","0,072674488","7,429958713","6,947546078","0,52","218,7466365","3,30630427",1
9899,"0,42","0,42","0,02","0,08","0,06","1,24","2,7","0,04","0,07","6,047651489","294,344858","1,49","366,3795436","4,241935683",2
9900,"0,37","0,37","0,17","0,21","0,12","1,29","15,05","0,03","0,05","6,17251737","372,6252573","1,97","492,7034162","4,445946436",2
9901,0,0,"0,07","0,01","0,06","0,45","10,3","0,03","0,07","7,82197094","308,006321","1,64","395,785623","5,114607051",2
9902,0,0,"0,04","0,15","0,008","1,79","3,25","0,06","3,43","5,953981878","271,1571199","1,97","450,252974","4,007347485",2
9903,0,0,"0,002824359837","0,02112773443","0,0005143613796","0,37","14,87","0,002271251838","0,1654880364","7,773211652","36,78458919","0,04","158,3297086","4,614584101",1
9904,0,0,"0,006610378439","0,02465292674","0,002279042423","1,37","16,48","0,00793792286","0,1964188391","8,2676499","8,768101919",1,"182,4435378","0,1712936269",1
9905,"0,7","0,7","0,02","0,05","0,03","1,55","2,16","0,1","0,09","3,337628998","364,4584974","0,73","324,0456808","3,300191883",2
9906,"0,37","0,37","0,09","0,08","0,03","1,33","9,15","0,09","0,08","7,739325711","342,6734093","1,22","514,421722","3,204795726",2
9907,"0,59","0,59","0,02","0,07","0,001","1,35","5,48",0,"0,07","8,32398215","338,6635348","1,13","390,065616","3,815468994",2
